id,frequency,last_donation,blood_group,sex,distance
42111,0.13,1836,A+,M,15
42335,0.13,997,A-,M,22
42355,0.13,2750,0+,M,2
42680,0.13,80,A-,Z,1
42698,0.13,569,0+,M,2
42912,0.13,1514,A+,Z,4
43259,0.13,1055,A+,M,29
43336,0.13,315,A+,M,20
43734,0.13,2209,B+,Z,5
44153,0.13,2063,0-,M,21
44276,0.13,1974,A-,M,25
44279,0.13,2535,B-,M,7
44325,0.13,2639,A+,M,17
44405,0.13,2058,0+,M,14
44715,0.13,1906,A-,M,21
44832,0.13,114,0+,Z,24
40462,0.12,1737,A+,M,14
40465,0.12,217,0+,M,24
40536,0.12,2222,B+,M,17
41127,0.12,2125,0+,M,7
41171,0.12,413,AB+,M,9
41395,0.12,1861,A-,Z,25
41518,0.12,1081,0-,M,16
41674,0.12,2644,0+,M,29
41702,0.12,570,B-,M,20
41799,0.12,1678,A+,M,11
41900,0.12,1423,0+,Z,24
42008,0.12,1091,A+,M,28
42025,0.12,1338,0-,M,6
42029,0.12,1662,B-,M,17
42067,0.12,1841,B-,M,18
42084,0.12,781,AB+,M,30
42310,0.12,745,A+,Z,17
42325,0.12,2798,0+,M,22
42332,0.12,2291,B+,M,21
42411,0.12,228,B-,Z,12
42467,0.12,3044,A+,M,16
42535,0.12,458,0+,Z,20
42556,0.12,1840,A+,M,29
42742,0.12,2832,0+,Z,20
42754,0.12,1370,0+,M,4
43083,0.12,2951,A+,M,7
43354,0.12,1056,A+,M,20
43386,0.12,1446,A+,M,20
43528,0.12,2281,A+,M,30
43535,0.12,627,AB+,M,2
43542,0.12,473,0-,M,15
43737,0.12,2621,B-,M,25
43749,0.12,2787,B+,M,11
43958,0.12,2828,B-,Z,16
44098,0.12,1382,A-,Z,4
44209,0.12,1094,A+,M,16
44228,0.12,1574,0+,M,30
44312,0.12,2512,0+,M,19
44500,0.12,1255,0+,M,17
44662,0.12,2756,A+,M,14
44679,0.12,2500,A+,M,16
44910,0.12,2698,0-,Z,23
40495,0.11,1594,0+,M,14
40592,0.11,2130,A-,Z,29
40906,0.11,3331,0+,M,8
40978,0.11,383,0+,M,14
41012,0.11,841,A-,M,2
41029,0.11,2593,0+,M,29
41058,0.11,148,0+,Z,1
41071,0.11,3169,A+,M,26
41189,0.11,3245,0-,M,16
41343,0.11,370,B-,M,14
41550,0.11,2745,0+,Z,8
41884,0.11,1590,A+,M,8
41903,0.11,2216,A-,Z,9
41969,0.11,1234,B+,M,10
42211,0.11,539,0+,M,9
42396,0.11,1541,A+,Z,16
42477,0.11,2097,A-,Z,3
42675,0.11,126,B-,M,1
42692,0.11,1808,A-,Z,19
42714,0.11,682,0+,Z,23
42812,0.11,3258,0-,M,15
42831,0.11,2043,0+,M,19
42875,0.11,245,B+,M,23
42930,0.11,2976,0+,Z,19
42973,0.11,1140,0-,M,25
43064,0.11,1657,0-,Z,8
43118,0.11,3177,0+,Z,19
43144,0.11,199,AB-,M,11
43493,0.11,2764,0+,M,18
43557,0.11,1113,A+,Z,28
43725,0.11,2394,A+,M,4
43846,0.11,567,AB+,M,10
43876,0.11,1755,A-,M,7
43914,0.11,222,AB+,M,10
44062,0.11,1462,AB-,M,4
44107,0.11,141,AB-,M,14
44231,0.11,635,B-,Z,29
44359,0.11,91,0-,Z,4
44447,0.11,1164,B-,M,11
44590,0.11,1629,0+,M,0
44649,0.11,1110,0+,Z,7
44739,0.11,1196,A-,M,24
40473,0.10,731,A-,Z,2
40492,0.10,31,A-,M,9
40593,0.10,361,B+,M,29
40623,0.10,567,A+,M,16
40649,0.10,212,0+,M,12
40776,0.10,500,0-,M,20
40941,0.10,2469,0-,M,21
40954,0.10,1094,A+,M,9
41041,0.10,571,A+,M,4
41186,0.10,1203,0+,M,6
41203,0.10,340,A-,M,4
41218,0.10,1041,A-,Z,18
41268,0.10,468,A-,M,28
41319,0.10,283,0+,Z,4
41375,0.10,2713,B-,M,22
41565,0.10,428,A+,M,0
41575,0.10,1768,0-,M,13
41983,0.10,1846,A-,M,4
42005,0.10,3681,0+,M,20
42103,0.10,2410,A-,Z,7
42130,0.10,801,A+,Z,18
42263,0.10,2398,0+,M,0
42303,0.10,358,A+,M,22
42382,0.10,3040,0+,M,3
42533,0.10,1317,A+,Z,27
42669,0.10,2007,A+,M,19
42682,0.10,717,B-,M,19
42782,0.10,1514,A+,M,19
42853,0.10,96,A-,M,17
42870,0.10,2782,A-,M,26
42880,0.10,1358,A+,M,14
42989,0.10,2005,A+,M,27
43193,0.10,1516,0-,M,19
43427,0.10,2186,B+,M,16
43430,0.10,904,A-,Z,5
43472,0.10,1522,B-,M,13
43544,0.10,14,B+,Z,20
43665,0.10,158,A-,M,20
43772,0.10,1169,B-,M,6
43849,0.10,1136,AB+,M,13
43872,0.10,3098,B+,M,17
43879,0.10,3091,A-,Z,30
43889,0.10,2023,B+,Z,4
43907,0.10,2237,B+,M,23
43927,0.10,372,B-,M,3
43952,0.10,588,B-,Z,22
43965,0.10,1209,0-,Z,13
44067,0.10,994,0+,M,13
44068,0.10,523,A+,M,18
44330,0.10,186,A+,M,29
44605,0.10,1296,0+,Z,7
44619,0.10,268,B-,M,28
44749,0.10,511,0+,M,6
40610,0.09,2825,A+,M,21
40663,0.09,2392,A+,M,5
40674,0.09,3599,0+,Z,25
40826,0.09,1575,AB-,Z,11
40911,0.09,36,B-,M,14
40974,0.09,2593,A+,M,1
41009,0.09,2387,A+,M,25
41044,0.09,1239,A+,M,22
41175,0.09,2073,A+,M,27
41471,0.09,1567,A+,Z,24
41476,0.09,445,0+,M,24
41505,0.09,1059,A+,Z,23
41715,0.09,216,0+,M,27
41825,0.09,2738,0+,Z,26
41892,0.09,3487,A+,M,10
42001,0.09,2621,A+,Z,21
42118,0.09,2041,0+,Z,9
42417,0.09,1656,B-,Z,23
42433,0.09,729,B-,Z,9
42566,0.09,3128,0-,Z,29
42576,0.09,3369,B-,M,18
42587,0.09,2916,A+,Z,21
42602,0.09,1838,0+,M,29
42803,0.09,163,0+,M,8
42899,0.09,2214,A+,Z,28
43188,0.09,121,0-,M,2
43245,0.09,359,0+,M,24
43282,0.09,617,0+,M,15
43328,0.09,3461,0+,M,14
43367,0.09,3267,AB-,M,5
43824,0.09,526,A-,Z,5
43848,0.09,3382,0+,M,20
44003,0.09,2826,A+,M,24
44375,0.09,872,0-,M,28
44438,0.09,1066,0+,M,14
44603,0.09,691,A+,Z,6
44656,0.09,3100,A+,Z,24
40491,0.08,4207,A+,Z,23
40554,0.08,2076,0+,Z,4
40749,0.08,610,B-,Z,29
40794,0.08,523,A+,Z,5
41543,0.08,1250,0-,Z,1
42234,0.08,1840,A+,Z,3
42655,0.08,4221,0+,Z,2
42769,0.08,1141,AB-,Z,30
43008,0.08,4242,A+,Z,26
43340,0.08,4135,A+,Z,13
43351,0.08,3281,0+,Z,4
43622,0.08,559,0+,Z,14
44078,0.08,179,0+,Z,21
44460,0.08,3460,0+,Z,7
44908,0.08,2824,0+,Z,29
41258,0.07,1953,A-,Z,1
41845,0.07,4698,0+,Z,17
42895,0.07,4519,A+,Z,30
43104,0.07,1833,A-,Z,17
43401,0.07,4439,A+,Z,21
43439,0.07,4509,A-,Z,28
43805,0.07,2280,A+,Z,24
44011,0.07,408,A+,Z,9
44100,0.07,3566,0+,Z,26
44352,0.07,2650,0-,Z,16
44419,0.07,3926,A+,Z,26
44800,0.07,2290,A-,Z,14
44855,0.07,3232,A+,Z,19
